Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Import_Stim.ran,Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,participant,session,date,expName,psychopyVersion,OS,frameRate,stim_key_map_ctx1,stim_key_map_ctx2,Instr_RT_Press.keys,Instr_RT_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Symbol,Shape,ctx,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp_B,Brp_R,Block_Num,Set_Prep_Time,Session,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,RT_Iter.ran,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Block.ran,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Feedback_Bool.ran,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Iter.ran,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Old_Block.ran,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,TR_Penalty_Bool.ran
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,30,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,31,0,1,1,0.759483607,6,,,,,,,,,,,,,,,,l,1,1.5245,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,31,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,32,0,1,1,1.229531621,6,,,,,,,,,,,,,,,,u,1,1.60218,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,32,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,33,0,1,1,0.367007766,6,,,,,,,,,,,,,,,,u,0,1.503795,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,33,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,34,0,1,1,0.39674675,6,,,,,,,,,,,,,,,,h,0,1.559235,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,34,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,35,0,1,1,1.072990408,6,,,,,,,,,,,,,,,,h,1,1.61141,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,35,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,36,0,1,1,1.124265708,6,,,,,,,,,,,,,,,,u,1,1.48592,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,36,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,37,0,1,1,1.107742875,6,,,,,,,,,,,,,,,,h,1,1.59068,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,37,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,38,0,1,1,0.882734605,6,,,,,,,,,,,,,,,,i,1,1.544045,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,39,0,1,1,0.430320932,6,,,,,,,,,,,,,,,,i,1,1.581255,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,39,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,40,0,1,1,0.074937418,6,,,,,,,,,,,,,,,,u,0,1.6579,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,40,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,41,0,1,1,0.997129382,6,,,,,,,,,,,,,,,,i,1,1.658605,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,41,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,42,0,1,1,0.894210812,6,,,,,,,,,,,,,,,,h,1,1.619,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,42,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,43,0,1,1,0.40925336,6,,,,,,,,,,,,,,,,h,0,1.50773,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,43,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,44,0,1,1,0.702164451,6,,,,,,,,,,,,,,,,l,1,1.514705,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,44,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,45,0,1,1,1.202164869,6,,,,,,,,,,,,,,,,h,1,1.59495,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,45,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,46,0,1,1,1.230164542,6,,,,,,,,,,,,,,,,u,1,1.56362,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,47,0,1,1,0.537153556,6,,,,,,,,,,,,,,,,i,0,1.591225,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,48,0,1,1,0.081785828,6,,,,,,,,,,,,,,,,h,0,1.568205,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,48,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,49,0,1,1,1.256711889,6,,,,,,,,,,,,,,,,u,1,1.604,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,49,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,50,0,1,1,0.938051681,6,,,,,,,,,,,,,,,,i,1,1.57936,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,51,0,1,1,0.707008534,6,,,,,,,,,,,,,,,,i,1,1.48846,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,51,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,52,0,1,1,0.827973573,6,,,,,,,,,,,,,,,,l,1,1.491845,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,52,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,53,0,1,1,0.673257174,6,,,,,,,,,,,,,,,,u,0,1.543935,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,54,0,1,1,0.690158298,6,,,,,,,,,,,,,,,,h,1,1.54091,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,54,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,55,0,1,1,0.376798908,6,,,,,,,,,,,,,,,,h,0,1.512195,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,55,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,56,0,1,1,0.993997388,6,,,,,,,,,,,,,,,,u,1,1.660845,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,56,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,57,0,1,1,0.318458389,6,,,,,,,,,,,,,,,,u,0,1.60373,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,57,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,58,0,1,1,0.826294017,6,,,,,,,,,,,,,,,,h,1,1.501725,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,59,0,1,1,0.831129636,6,,,,,,,,,,,,,,,,u,1,1.65371,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,59,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,60,0,1,1,0.047014821,6,,,,,,,,,,,,,,,,i,0,1.60096,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,61,0,1,1,0.667841174,6,,,,,,,,,,,,,,,,i,1,1.617895,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,62,0,1,1,0.752468653,6,,,,,,,,,,,,,,,,l,0,1.524355,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,63,0,1,1,0.754920615,6,,,,,,,,,,,,,,,,l,1,1.55946,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,64,0,1,1,0.100389875,6,,,,,,,,,,,,,,,,i,0,1.534095,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,65,0,1,1,0.968140334,6,,,,,,,,,,,,,,,,i,1,1.61018,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,3,media/ddnb.png,1,Symb,l,TR,0,0,66,0,1,1,0.588678724,6,,,,,,,,,,,,,,,,u,0,1.4056,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,66,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,67,0,1,1,0.125617703,6,,,,,,,,,,,,,,,,l,0,1.604465,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,67,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,68,0,1,1,0.290994233,6,,,,,,,,,,,,,,,,h,0,1.644965,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,68,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,69,0,1,1,0.820518461,6,,,,,,,,,,,,,,,,l,0,1.60562,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,69,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,70,0,1,1,0.85006991,6,,,,,,,,,,,,,,,,u,0,1.65278,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,70,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,71,0,1,1,0.524602276,6,,,,,,,,,,,,,,,,u,1,1.74694,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,71,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,0,media/djnb.png,1,Symb,u,TR,0,0,72,0,1,1,0.561903412,6,,,,,,,,,,,,,,,,u,1,1.66105,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,72,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,73,0,1,1,0.441194076,6,,,,,,,,,,,,,,,,u,0,1.49764,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,73,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,74,0,1,1,0.371626592,6,,,,,,,,,,,,,,,,i,1,1.70657,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,74,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,1,media/dnnb.png,1,Symb,i,TR,0,0,75,0,1,1,0.717642399,6,,,,,,,,,,,,,,,,i,1,1.5574,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,6,2020-12-21_13h11.06.577,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,2,media/dinb.png,1,Symb,h,TR,0,0,76,0,1,1,0.770909517,6,,,,,,,,,,,,,,,,h,1,1.619955,0,0,0,0,1,,,,,,,,,,,,,,,,,
