Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Import_Stim.ran,Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,participant,session,date,expName,psychopyVersion,OS,frameRate,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,Instr_Exp_Bool.ran,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Symbol,ctx,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp_B,Brp_R,Block_Num,Set_Prep_Time,Session,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,RT_Iter_Hand.ran,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Feedback_Bool_Hand.ran,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Iter_Hand.ran,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Block_Hand.ran,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Shape,RT_Press.keys,RT_Press.corr,RT_Press.rt,CR_Old_Iter_Ctx12.thisRepN,CR_Old_Iter_Ctx12.thisTrialN,CR_Old_Iter_Ctx12.thisN,CR_Old_Iter_Ctx12.thisIndex,CR_Old_Iter_Ctx12.ran,Instr_RT_Press.keys,Instr_RT_Press.rt,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,RT_Iter.ran,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Block.ran,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Feedback_Bool.ran,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Iter.ran,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Old_Block.ran,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,TR_Penalty_Bool.ran
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,44,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,1.62356,,,,,,,,44,0,44,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,45,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.634485,,,,,,,,45,0,45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,46,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,3.866825,,,,,,,,46,0,46,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,47,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,1.259445,,,,,,,,47,0,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,48,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,1,1.53717,,,,,,,,48,0,48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,49,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,5.347705,,,,,,,,49,0,49,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,50,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,0.788185,,,,,,,,50,0,50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,51,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,2.840875,,,,,,,,51,0,51,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,52,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,3.396425,,,,,,,,52,0,52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,53,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,1,0.944775,,,,,,,,53,0,53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,54,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,1.34261,,,,,,,,54,0,54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,55,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,0,1.750895,,,,,,,,55,0,55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,56,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,2.303025,,,,,,,,56,0,56,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,57,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.71546,,,,,,,,57,0,57,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,58,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,3.800995,,,,,,,,58,0,58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,59,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,0.98491,,,,,,,,59,0,59,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,60,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,1.95617,,,,,,,,60,0,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,61,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,1.35352,,,,,,,,61,0,61,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,62,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,2.230155,,,,,,,,62,0,62,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,63,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,1.357475,,,,,,,,63,0,63,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,64,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,1.0364,,,,,,,,64,0,64,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,65,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,0,1.59513,,,,,,,,65,0,65,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,66,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,1,0.825315,,,,,,,,66,0,66,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,67,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,1.977235,,,,,,,,67,0,67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,68,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,0.857025,,,,,,,,68,0,68,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,69,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,4.60784,,,,,,,,69,0,69,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,70,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,2.21781,,,,,,,,70,0,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,71,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,0,1.541775,,,,,,,,71,0,71,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,72,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.84767,,,,,,,,72,0,72,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,73,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,1.54908,,,,,,,,73,0,73,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,74,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,0.956625,,,,,,,,74,0,74,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,75,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,2.81174,,,,,,,,75,0,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,76,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,1.413305,,,,,,,,76,0,76,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,77,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,0.68092,,,,,,,,77,0,77,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,78,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,1.03471,,,,,,,,78,0,78,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,79,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,2.3717,,,,,,,,79,0,79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,80,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,1.01504,,,,,,,,80,0,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,2,Symb,h,RT,0,0,81,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,h,1,0.830915,,,,,,,,81,0,81,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,82,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,0,0.90717,,,,,,,,82,0,82,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,83,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,1.385155,,,,,,,,83,0,83,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,84,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,1.3244,,,,,,,,84,0,84,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,85,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,1.60825,,,,,,,,85,0,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,86,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,1,2.09563,,,,,,,,86,0,86,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,87,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,0.902965,,,,,,,,87,0,87,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,88,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,1.892195,,,,,,,,88,0,88,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,89,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,1.044385,,,,,,,,89,0,89,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,2,Symb,i,RT,0,0,90,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,i,1,1.43858,,,,,,,,90,0,90,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,91,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,2.192495,,,,,,,,91,0,91,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,92,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,1.45826,,,,,,,,92,0,92,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,93,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,l,1,1.56609,,,,,,,,93,0,93,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,94,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.80914,,,,,,,,94,0,94,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,95,0,1,2,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.938295,,,,,,,,95,0,95,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,3,1,Symb,l,RT,0,0,0,0,1,3,1.8,1,,,,,,,,,,,h,52.63619,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,l,1,2.4671,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,1,Symb,i,RT,0,0,1,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,1,0.816335,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,1,Symb,h,RT,0,0,2,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,h,1,1.31239,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,3,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,0.75827,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,4,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,1.19408,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,2,2,Symb,u,RT,0,0,5,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,u,1,0.854595,,,,,,,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,0,1,Symb,u,RT,0,0,6,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,u,1,2.158405,,,,,,,,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,2020-12-07_09h28.06.760,Context_Learning_Pilot,2020.1.3,MacIntel,60,,,,,,,,,,,,1,2,Symb,l,RT,0,0,7,0,1,3,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,i,0,0.974355,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
