1,u,"[1, -1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,0.014,0.1,media/hand.png,media/cross.png,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
2,i,"[1, -1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,0.057,0.08,media/hand.png,None,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
3,l,"[1, -1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,0.1,0.04,media/hand.png,None,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
0,h,"[-1, 1, -1]",media/djnb.png,media/djnb_r.png,media/djnb_g.png,None,None,None,None,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
1,u,"[-1, 1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,None,None,None,None,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
2,i,"[-1, 1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,None,None,None,None,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
3,l,"[-1, 1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,None,None,None,None,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,2,1,0,1,0.3675377152026382,1,0,0,19.9636589998845,19.9636589998845,19.9636589998845,None,19.9636589998845,None,21.180208399891853,None,u,0,1.6104974998161197,19.9636589998845,None,21.603571299929172,None,21.603571299929172,None,21.603571299929172,None,21.91392680001445,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,3,1,0,1,0.1324607947839478,1,0,0,22.113548199879006,22.113548199879006,22.113548199879006,None,22.113548199879006,None,23.564345800084993,None,h,0,1.6206672999542207,22.113548199879006,None,23.767175500048324,None,23.767175500048324,None,23.767175500048324,None,24.08028919994831,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,4,1,0,1,0.3968640235239729,1,0,0,24.28518719994463,24.28518719994463,24.28518719994463,None,24.28518719994463,None,25.480657400097698,None,l,0,1.6087187000084668,24.28518719994463,None,25.91635419987142,None,25.91635419987142,None,25.91635419987142,None,26.230350699974224,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,5,1,0,1,0.5597847795606818,1,0,0,26.43014120007865,26.43014120007865,26.43014120007865,None,26.43014120007865,None,27.44943209993653,None,h,0,1.6323206000961363,26.43014120007865,None,28.08310059993528,None,28.08310059993528,None,28.08310059993528,None,28.396938599878922,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,1,TR,0,0,6,1,0,1,1.0058120542456586,1,0,0,28.604659300064668,28.604659300064668,28.604659300064668,None,28.604659300064668,None,29.181631000014022,None,i,1,1.5701127999927849,28.604659300064668,None,30.252017799997702,None,30.252017799997702,None,30.252017799997702,None,30.5637137000449,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,1,TR,0,0,7,1,0,1,1.2178965326143245,1,0,0,30.7704628999345,30.7704628999345,30.7704628999345,None,30.7704628999345,None,31.147039199946448,None,h,0,1.5964846999850124,30.7704628999345,None,32.39072840008885,None,32.39072840008885,None,32.39072840008885,None,32.69793300004676,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,8,1,0,1,0.39215526496142017,1,0,0,32.897027499973774,32.897027499973774,32.897027499973774,None,32.897027499973774,None,34.08021569997072,None,u,1,1.6050482999999076,32.897027499973774,None,34.53781310003251,None,34.53781310003251,None,34.53781310003251,None,34.84702009987086,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,9,1,0,1,0.880803463559853,1,0,0,35.051408499944955,35.051408499944955,35.051408499944955,None,35.051408499944955,None,35.76355360005982,None,h,0,1.54717419994995,35.051408499944955,None,36.62354089994915,None,36.62354089994915,None,36.62354089994915,None,36.93062620004639,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,37.138460899936035,None,h,0.5558076999150217,37.138460899936035,None,2,Symb,u,media/dinb.png,1,TR,0,0,0,1,0,2,0.5123604486987068,1,0,0,37.71391689986922,37.71391689986922,37.71391689986922,None,37.71391689986922,None,38.799076800001785,None,h,0,1.6361918000038713,37.71391689986922,None,39.38383769989014,None,39.38383769989014,None,39.38383769989014,None,39.697577900020406,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,1,TR,0,0,1,1,0,2,0.11763241920377654,1,0,0,39.897083800053224,39.897083800053224,39.897083800053224,None,39.897083800053224,None,41.36353149986826,None,l,0,1.4613388001453131,39.897083800053224,None,41.39285820000805,None,41.39285820000805,None,41.39285820000805,None,41.69720289995894,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,1,TR,0,0,2,1,0,2,0.9796658684867511,1,0,0,41.90081329992972,41.90081329992972,41.90081329992972,None,41.90081329992972,None,42.51644679997116,None,i,1,1.4812974999658763,41.90081329992972,None,43.43542080000043,None,43.43542080000043,None,43.43542080000043,None,43.748127199942246,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,3,1,0,2,0.10264239209232628,1,0,0,43.9529452000279,43.9529452000279,43.9529452000279,None,43.9529452000279,None,45.44969959999435,None,h,0,1.5651192001532763,43.9529452000279,None,45.553263999987394,None,45.553263999987394,None,45.553263999987394,None,45.863842099905014,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,4,1,0,2,0.8066698652977637,1,0,0,46.06386259989813,46.06386259989813,46.06386259989813,None,46.06386259989813,None,46.847265699878335,None,u,0,1.614750700071454,46.06386259989813,None,47.72090810001828,None,47.72090810001828,None,47.72090810001828,None,48.030412500025705,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,5,1,0,2,0.18686865391357443,1,0,0,48.230518999975175,48.230518999975175,48.230518999975175,None,48.230518999975175,None,49.630615999922156,None,h,0,1.5836308998987079,48.230518999975175,None,49.84199029998854,None,49.84199029998854,None,49.84199029998854,None,50.147176400059834,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,6,1,0,2,0.3464592529467434,1,0,0,50.347267400007695,50.347267400007695,50.347267400007695,None,50.347267400007695,None,51.58303419989534,None,h,1,1.5390415000729263,50.347267400007695,None,51.937303100014105,None,51.937303100014105,None,51.937303100014105,None,52.24730190006085,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,7,1,0,2,1.1733135278881368,1,0,0,52.447044800035655,52.447044800035655,52.447044800035655,None,52.447044800035655,None,52.863931899890304,None,u,0,1.5908676001708955,52.447044800035655,None,54.06760809989646,None,54.06760809989646,None,54.06760809989646,None,54.380406900076196,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,8,1,0,2,0.5181278498581312,1,0,0,54.58056819997728,54.58056819997728,54.58056819997728,None,54.58056819997728,None,55.64722350006923,None,h,0,1.6094687001314014,54.58056819997728,None,56.21772819990292,None,56.21772819990292,None,56.21772819990292,None,56.530657999916,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,9,1,0,2,0.857605071656556,1,0,0,56.73044229997322,56.73044229997322,56.73044229997322,None,56.73044229997322,None,57.44915549992584,None,h,0,1.587903599953279,56.73044229997322,None,58.350513000041246,None,58.350513000041246,None,58.350513000041246,None,58.66402480006218,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,58.87562890001573,None,h,2.3863293000031263,58.87562890001573,None,1,Symb,h,media/dnnb.png,2,TR,0,0,0,1,0,3,0.5124650057852382,1,0,0,61.28180429991335,61.28180429991335,61.28180429991335,None,61.28180429991335,None,62.36405840003863,None,h,1,1.5960558999795467,61.28180429991335,None,62.90678839990869,None,62.90678839990869,None,62.90678839990869,None,63.21385699999519,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,1,1,0,3,0.9682246882421619,1,0,0,63.41400479990989,63.41400479990989,63.41400479990989,None,63.41400479990989,None,64.03131760004908,None,l,0,1.6006638000253588,63.41400479990989,None,65.03489060001448,None,65.03489060001448,None,65.03489060001448,None,65.34761810000055,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,2,TR,0,0,2,1,0,3,1.2699958855196256,1,0,0,65.54733589990065,65.54733589990065,65.54733589990065,None,65.54733589990065,None,65.86401430005208,None,h,0,1.6347004000563174,65.54733589990065,None,67.20428749988787,None,67.20428749988787,None,67.20428749988787,None,67.51656579994597,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,3,1,0,3,0.30125880520074144,1,0,0,67.73069279990159,67.73069279990159,67.73069279990159,None,67.73069279990159,None,69.01397130009718,None,u,1,1.5799044000450522,67.73069279990159,None,69.35751460003667,None,69.35751460003667,None,69.35751460003667,None,69.66377349989489,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,4,1,0,3,0.16085198824294533,1,0,0,69.86377940000966,69.86377940000966,69.86377940000966,None,69.86377940000966,None,71.28381839999929,None,i,0,1.5341133000329137,69.86377940000966,None,71.42139180004597,None,71.42139180004597,None,71.42139180004597,None,71.73086469992995,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,2,TR,0,0,5,1,0,3,0.35787239392214043,1,0,0,71.93078060005791,71.93078060005791,71.93078060005791,None,71.93078060005791,None,73.16394750005566,None,l,1,1.5872595000546426,71.93078060005791,None,73.56207720004022,None,73.56207720004022,None,73.56207720004022,None,73.86387460003607,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,6,1,0,3,1.1370418667709405,1,0,0,74.06389679992571,74.06389679992571,74.06389679992571,None,74.06389679992571,None,74.51398249994963,None,h,0,1.5355421002022922,74.06389679992571,None,75.62587899994105,None,75.62587899994105,None,75.62587899994105,None,75.93102749995887,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,7,1,0,3,1.1679588263625207,1,0,0,76.13083539996296,76.13083539996296,76.13083539996296,None,76.13083539996296,None,76.54728850000538,None,u,1,1.5713382998947054,76.13083539996296,None,77.74915469996631,None,77.74915469996631,None,77.74915469996631,None,78.064140799921,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,8,1,0,3,0.004880744746652788,1,0,0,78.26397309987806,78.26397309987806,78.26397309987806,None,78.26397309987806,None,79.84764449996874,None,i,1,1.6138140000402927,78.26397309987806,None,79.91824629995972,None,79.91824629995972,None,79.91824629995972,None,80.23086489993148,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,9,1,0,3,0.6329565390278726,1,0,0,80.43083229986951,80.43083229986951,80.43083229986951,None,80.43083229986951,None,81.38206769991666,None,h,0,1.5672138999216259,80.43083229986951,None,82.02022120007314,None,82.02022120007314,None,82.02022120007314,None,82.33351580007002,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
