1,u,"[1, -1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,0.014,0.1,media/hand.png,media/cross.png,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
2,i,"[1, -1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,0.057,0.08,media/hand.png,None,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
3,l,"[1, -1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,0.1,0.04,media/hand.png,None,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
0,h,"[-1, 1, -1]",media/djnb.png,media/djnb_r.png,media/djnb_g.png,None,None,None,None,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
1,u,"[-1, 1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,None,None,None,None,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
2,i,"[-1, 1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,None,None,None,None,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
3,l,"[-1, 1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,None,None,None,None,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,82.54982389998622,None,h,0.8322586000431329,82.54982389998622,None,1,Symb,h,media/dnnb.png,2,TR,0,0,0,1,0,4,1.2748628919577143,1,0,0,83.39748959988356,83.39748959988356,83.39748959988356,None,83.39748959988356,None,83.7164890000131,None,h,1,1.568538200110197,83.39748959988356,None,85.00758449989371,None,85.00758449989371,None,85.00758449989371,None,85.31403789995238,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,1,1,0,4,0.7720595686646115,1,1,0,85.5142600000836,85.5142600000836,85.5142600000836,None,85.5142600000836,None,86.33384349988773,None,l,0,1.2839272001292557,85.5142600000836,None,,,,,,,89.23082359996624,None,86.81402949988842,None,86.81402949988842,None,h,0.40851259999908507,88.79782609990798,None,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,2,TR,0,0,2,1,0,4,1.1274974220789913,1,0,0,89.43097239988856,89.43097239988856,89.43097239988856,None,89.43097239988856,None,89.88083819998428,None,i,0,1.6230287000071257,89.43097239988856,None,91.09821700002067,None,91.09821700002067,None,91.09821700002067,None,91.39766509993933,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,3,1,0,4,0.28361488997025064,1,0,0,91.59743359987624,91.59743359987624,91.59743359987624,None,91.59743359987624,None,92.8976793999318,None,h,1,1.6809348999522626,91.59743359987624,None,93.31103669991717,None,93.31103669991717,None,93.31103669991717,None,93.6141476999037,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,2,TR,0,0,4,1,0,4,0.38755169023669844,1,0,0,93.81425959989429,93.81425959989429,93.81425959989429,None,93.81425959989429,None,95.0161321000196,None,l,1,1.7117430998478085,93.81425959989429,None,95.55433849990368,None,95.55433849990368,None,95.55433849990368,None,95.86663220007904,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,5,1,0,4,0.29707974156288297,1,0,0,96.08098770002834,96.08098770002834,96.08098770002834,None,96.08098770002834,None,97.36545879999176,None,h,0,1.6130079000722617,96.08098770002834,None,97.7281150999479,None,97.7281150999479,None,97.7281150999479,None,98.03101009991951,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,6,1,0,4,0.9114078786468098,1,0,0,98.23099959990941,98.23099959990941,98.23099959990941,None,98.23099959990941,None,98.89819799992256,None,h,0,1.695491900201887,98.23099959990941,None,99.96585660008714,None,99.96585660008714,None,99.96585660008714,None,100.28104369994253,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,i,media/dinb.png,2,TR,0,0,7,1,0,4,0.9206473818244949,1,0,0,100.48088769987226,100.48088769987226,100.48088769987226,None,100.48088769987226,None,101.1477250000462,None,l,0,1.5809006998315454,100.48088769987226,None,102.08923560008407,None,102.08923560008407,None,102.08923560008407,None,102.39847990009002,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,2,TR,0,0,8,1,0,4,0.6825637073234423,1,0,1,102.59777690004557,102.59777690004557,102.59777690004557,104.38115669996478,102.59777690004557,None,103.4980971000623,104.38115669996478,None,0,,102.59777690004557,None,,,,,,,107.5153491999954,None,104.40118809998967,None,104.40118809998967,None,h,1.0888718999922276,106.39779750001617,None,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,9,1,0,4,0.33211270409725313,1,0,0,107.73721110005863,107.73721110005863,107.73721110005863,None,107.73721110005863,None,108.99785399995744,None,u,1,1.6369524002075195,107.73721110005863,None,109.4114437000826,None,109.4114437000826,None,109.4114437000826,None,109.71452670008875,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,109.91638979990967,None,l,0.8818994998000562,109.91638979990967,None,3,Symb,l,media/ddnb.png,2,TR,0,0,0,1,0,5,0.6215366748811681,1,0,0,110.81727160001174,110.81727160001174,110.81727160001174,None,110.81727160001174,None,111.78164719999768,None,h,0,1.5325311999768019,110.81727160001174,None,112.3811141999904,None,112.3811141999904,None,112.3811141999904,None,112.68213670002297,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,l,media/dnnb.png,1,TR,0,0,1,1,0,5,0.37504685928586223,1,0,0,112.88122009998187,112.88122009998187,112.88122009998187,None,112.88122009998187,None,114.09792120009661,None,i,0,1.684596600010991,112.88122009998187,None,114.59010150004178,None,114.59010150004178,None,114.59010150004178,None,114.89821880008094,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,2,1,0,5,1.1347572493563023,1,0,0,115.09794489992782,115.09794489992782,115.09794489992782,None,115.09794489992782,None,115.54784270003438,None,h,1,1.6600760000292212,115.09794489992782,None,116.79626560001634,None,116.79626560001634,None,116.79626560001634,None,117.0980354999192,None,,,,,,,,,2,1,2020_Dec_04_2002,Context_Learning_new,2020.1.3,59.11000428998767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,1,TR,0,0,3,1,0,5,0.07962173188631883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
