Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,Instr_TR_text.started,Instr_TR_text.stopped,Instr_TR_Press.keys,Instr_TR_Press.rt,Instr_TR_Press.started,Instr_TR_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,0,0.14345213183507344,1,1,0,1,,,,,,,,,,,,,,,,47.23801700002514,None,40.10703449998982,None,h,4.502313900040463,40.10703449998982,None,44.67734339996241,None,h,0.5003508999943733,44.67734339996241,None,0,0,45.241181700024754,None,45.241181700024754,None,45.241181700024754,None,46.688508100109175,None,u,0,1.648029799805954,45.241181700024754,None,46.923085199901834,None,46.923085199901834,None,46.923085199901834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,0.40622073438819695,1,1,0,1,,,,,,,,,,,,,,,,49.355109700001776,None,,,,,,,,,,,,,0,0,47.44695160002448,None,47.44695160002448,None,47.44695160002448,None,48.622919799992815,None,l,1,1.5700876999180764,47.44695160002448,None,49.05501929996535,None,49.05501929996535,None,49.05501929996535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR,0,0,0.14704373696036477,1,1,,1,,,,,,,,,,,,55.08467340003699,None,55.08467340003699,None,55.40462150005624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.558351000072435,None,h,3.738654099870473,49.558351000072435,None,media/djnb.png,1,0,0,53.33862420008518,53.33862420008518,53.33862420008518,None,53.33862420008518,None,h,1,1.6637314001563936,53.33862420008518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,1,0.19224682993759612,1,1,,1,,,,,,,,,,,,57.53268890012987,None,57.53268890012987,None,57.846375999972224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,55.615248000016436,55.615248000016436,55.615248000016436,None,55.615248000016436,None,l,1,1.8340151999145746,55.615248000016436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR,0,2,0.48609629895675965,1,1,,1,,,,,,,,,,,,63.21169580006972,None,63.21169580006972,None,63.56238820008002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,58.07722990005277,58.07722990005277,58.07722990005277,None,58.07722990005277,None,u,1,5.059739800170064,58.07722990005277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR,0,3,0.5180469719030716,1,1,,1,,,,,,,,,,,,64.74864879995584,None,64.74864879995584,None,65.07607479998842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,63.80015180003829,63.80015180003829,63.80015180003829,None,63.80015180003829,None,u,1,0.8734271998982877,63.80015180003829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,4,0.7119397666266611,1,1,,1,,,,,,,,,,,,66.13210089993663,None,66.13210089993663,None,66.46607169997878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,65.30317460000515,65.30317460000515,65.30317460000515,None,65.30317460000515,None,l,1,0.7539508000481874,65.30317460000515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR,0,5,0.7341310350162649,1,1,,1,,,,,,,,,,,,96.35218019993044,None,96.35218019993044,None,96.6723943001125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,66.6917298999615,66.6917298999615,66.6917298999615,None,66.6917298999615,None,i,1,29.573607200058177,66.6917298999615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR,0,6,0.27428417285809026,1,1,,1,,,,,,,,,,,,97.55238240002654,None,97.55238240002654,None,97.87515070009977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,96.88616180000827,96.88616180000827,96.88616180000827,None,96.88616180000827,None,h,1,0.5947009001392871,96.88616180000827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR,0,7,0.2424564190524945,1,1,,1,,,,,,,,,,,,98.732420100132,None,98.732420100132,None,99.04585190000944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,98.10309970006347,98.10309970006347,98.10309970006347,None,98.10309970006347,None,i,1,0.5540098000783473,98.10309970006347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR,0,0,0.8679260344215258,1,1,,1,,,,,,,,,,,,103.01182970008813,None,103.01182970008813,None,103.34038199996576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,99.95244630007073,99.95244630007073,99.95244630007073,None,99.95244630007073,None,l,1,2.9688463998027146,99.95244630007073,None,99.26367120002396,None,h,0.6418157999869436,99.26367120002396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR,0,1,1.1519935435476003,1,1,,1,,,,,,,,,,,,104.16671640006825,None,104.16671640006825,None,104.48090440011583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,103.56590889999643,103.56590889999643,103.56590889999643,None,103.56590889999643,None,i,1,0.5152173999231309,103.56590889999643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR,0,2,1.2585378631004065,1,1,,1,,,,,,,,,,,,105.26673329994082,None,105.26673329994082,None,105.59201040002517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,104.71659550000913,104.71659550000913,104.71659550000913,None,104.71659550000913,None,i,1,0.4601408001035452,104.71659550000913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR,0,3,0.379964172218068,1,1,,1,,,,,,,,,,,,106.27272189990617,None,106.27272189990617,None,106.58188239997253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,105.8176110999193,105.8176110999193,105.8176110999193,None,105.8176110999193,None,h,1,0.3677085000090301,105.8176110999193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR,0,4,0.8316957847184341,1,1,,1,,,,,,,,,,,,107.52165909996256,None,107.52165909996256,None,107.84056850010529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,106.81729270005599,106.81729270005599,106.81729270005599,None,106.81729270005599,None,l,1,0.615671900101006,106.81729270005599,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR,0,5,1.2243129343260177,1,1,,1,,,,,,,,,,,,108.69918030011468,None,108.69918030011468,None,109.01332350005396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,108.07586820004508,108.07586820004508,108.07586820004508,None,108.07586820004508,None,u,1,0.5570330999325961,108.07586820004508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR,0,6,0.632894480132072,1,1,,1,,,,,,,,,,,,109.95346469990909,None,109.95346469990909,None,110.28461299999617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,109.25420300010592,109.25420300010592,109.25420300010592,None,109.25420300010592,None,u,1,0.6360504999756813,109.25420300010592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR,0,7,0.7802612462323066,1,1,,1,,,,,,,,,,,,111.50448770006187,None,111.50448770006187,None,111.82685069995932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,110.50661149993539,110.50661149993539,110.50661149993539,None,110.50661149993539,None,h,1,0.9108374000061303,110.50661149993539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,RT,0,0,0.5513077777845905,1,1,,1,,,,,,,,,,,,118.12515709991567,None,118.12515709991567,None,119.13896950008348,None,,,,,,,112.8591195999179,None,h,0.5977018000558019,112.8591195999179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,113.4739218999166,113.4739218999166,113.4739218999166,None,113.4739218999166,None,h,0,4.607237500138581,113.4739218999166,None,,,,,,,112.0567012000829,None,h,0.7688484999816865,112.0567012000829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,RT,0,1,1.2225008320781567,1,1,,1,,,,,,,,,,,,120.14649290009402,None,120.14649290009402,None,120.4579632000532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,119.33915279991925,119.33915279991925,119.33915279991925,None,119.33915279991925,None,u,1,0.7736186999827623,119.33915279991925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,RT,0,2,0.10375989630045668,1,1,,1,,,,,,,,,,,,121.12831979990005,None,121.12831979990005,None,121.43913640012033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,120.6724644000642,120.6724644000642,120.6724644000642,None,120.6724644000642,None,i,1,0.42420320003293455,120.6724644000642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,RT,0,3,0.838151653874601,1,1,,1,,,,,,,,,,,,122.09762719995342,None,122.09762719995342,None,122.40659089991823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,121.64062980003655,121.64062980003655,121.64062980003655,None,121.64062980003655,None,l,1,0.4166520999278873,121.64062980003655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,l,TR,0,0,0.006931882119789012,1,1,,1,,,,,,,,,,,,,,,,126.23921180004254,None,,,,,,,123.40598149993457,None,h,0.8506749998778105,123.40598149993457,None,0,0,,,,,,,,,,,,,,125.92752999998629,None,125.92752999998629,None,125.92752999998629,None,,,,,,,media/dinb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,122.60706910002045,None,h,0.7775346001144499,122.60706910002045,None,124.27612360008061,124.27612360008061,124.27612360008061,None,124.27612360008061,None,125.85578149999492,None,h,0,1.6138528001029044,124.27612360008061,None,,,,,,,,,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,3,i,TR,0,1,0.7301550520599933,1,1,,1,,,,,,,,,,,,,,,,130.90727630001493,None,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.43905510008335,126.43905510008335,126.43905510008335,None,126.43905510008335,None,127.29019610001706,None,h,0,0.978188400156796,126.43905510008335,None,127.46734270011075,None,127.46734270011075,None,h,1.4240196000318974,129.4571480001323,None,1,1,2020_Dec_04_1509,Context_Learning_new,2020.1.3,59.657613031528754,
