Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,0,u,RT,0,1,0.06393419621161045,2,1,,1,,,,,,,,,,,,132.15019130008295,None,132.15019130008295,None,132.45545829995535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,131.58876680000685,131.58876680000685,131.58876680000685,None,131.58876680000685,None,u,1,0.5250454999040812,131.58876680000685,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,1,h,RT,0,2,0.8715395839837388,2,1,,1,,,,,,,,,,,,133.89912139996886,None,133.89912139996886,None,134.20664030010812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,132.65593959996477,132.65593959996477,132.65593959996477,None,132.65593959996477,None,h,1,1.2173899000044912,132.65593959996477,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,3,i,RT,0,3,0.013456657710788633,2,1,,1,,,,,,,,,,,,135.74262750009075,None,135.74262750009075,None,136.75556560000405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,134.4060037001036,134.4060037001036,134.4060037001036,None,134.4060037001036,None,l,0,1.3153162999078631,134.4060037001036,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,i,RT,0,0,0.2368362796498269,3,1,,1,,,,,,,,,,,,141.41288880002685,None,141.41288880002685,None,142.42210100009106,None,,,,,,,136.96373039996251,None,h,0.6942465000320226,136.96373039996251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,137.68045830004849,137.68045830004849,137.68045830004849,None,137.68045830004849,None,u,0,3.697102400008589,137.68045830004849,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,0,h,RT,0,1,0.23741209689014742,3,1,,1,,,,,,,,,,,,143.57648089993745,None,143.57648089993745,None,143.88904449995607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,142.62202250002883,142.62202250002883,142.62202250002883,None,142.62202250002883,None,h,1,0.9075890998356044,142.62202250002883,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,0,h,RT,0,2,1.0414970035239721,3,1,,1,,,,,,,,,,,,144.54181140009314,None,144.54181140009314,None,145.55765779991634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,144.08877400006168,144.08877400006168,144.08877400006168,None,144.08877400006168,None,i,0,0.4326377999968827,144.08877400006168,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,3,l,RT,0,3,0.13005273656019933,3,1,,1,,,,,,,,,,,,146.00180700002238,None,146.00180700002238,None,146.3058681001421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,145.77236140007153,145.77236140007153,145.77236140007153,None,145.77236140007153,None,l,1,0.18895160011015832,145.77236140007153,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,h,RT,0,0,0.7172508634670418,4,1,,1,,,,,,,,,,,,147.76729939994402,None,147.76729939994402,None,148.7723723000381,None,,,,,,,146.5077200999949,None,h,0.7014718998689204,146.5077200999949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,147.23911760002375,147.23911760002375,147.23911760002375,None,147.23911760002375,None,l,0,0.4988460000604391,147.23911760002375,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,0,u,RT,0,1,0.05933049877434926,4,1,,1,,,,,,,,,,,,149.29882470006123,None,149.29882470006123,None,150.30665370007046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,148.97264920012094,148.97264920012094,148.97264920012094,None,148.97264920012094,None,h,0,0.2928152000531554,148.97264920012094,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,0,u,RT,0,2,1.0469351315324416,4,1,,1,,,,,,,,,,,,150.7987756000366,None,150.7987756000366,None,151.10658559994772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,150.52560860011727,150.52560860011727,150.52560860011727,None,150.52560860011727,None,u,1,0.23565290006808937,150.52560860011727,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,2,l,RT,0,3,0.771488352933204,4,1,,1,,,,,,,,,,,,152.13273499999195,None,152.13273499999195,None,153.13959929998964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,151.32251209998503,151.32251209998503,151.32251209998503,None,151.32251209998503,None,i,0,0.7750848999712616,151.32251209998503,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
