Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Stim_Type,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Hand,l,TR,0,1,0.2288470769826867,2,1,0,1,,,,,,,,,,,,,,,,43.453479500021785,None,,,,,,,,,,,,,0,0,41.64262649999,None,41.64262649999,None,41.64262649999,None,43.01828920003027,None,l,1,1.465333899948746,41.64262649999,None,43.145073200110346,None,43.145073200110346,None,43.145073200110346,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Hand,l,TR,0,2,0.4817628169668069,2,1,0,1,,,,,,,,,,,,,,,,45.567758900113404,None,,,,,,,,,,,,,0,0,43.68590039992705,None,43.68590039992705,None,43.68590039992705,None,44.801367399981245,None,l,1,1.5510217999108136,43.68590039992705,None,45.26446440001018,None,45.26446440001018,None,45.26446440001018,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Hand,i,TR,0,3,1.0432411060707087,2,1,0,1,,,,,,,,,,,,,,,,47.66832119994797,None,,,,,,,,,,,,,0,0,45.77594970003702,None,45.77594970003702,None,45.77594970003702,None,46.31796339992434,None,i,1,1.547915100120008,45.77594970003702,None,47.35889400006272,None,47.35889400006272,None,47.35889400006272,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hand,u,TR,0,4,0.6666904523946662,2,1,0,1,,,,,,,,,,,,,,,,49.70176830003038,None,,,,,,,,,,,,,0,0,47.87559930002317,None,47.87559930002317,None,47.87559930002317,None,48.78458350012079,None,u,1,1.488403300056234,47.87559930002317,None,49.39583549997769,None,49.39583549997769,None,49.39583549997769,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Hand,i,TR,0,5,0.8200708692457896,2,1,0,1,,,,,,,,,,,,,,,,51.76799530000426,None,,,,,,,,,,,,,0,0,49.909270300064236,None,49.909270300064236,None,49.909270300064236,None,50.68459720001556,None,i,1,1.51860690000467,49.909270300064236,None,51.462686999933794,None,51.462686999933794,None,51.462686999933794,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hand,h,TR,0,6,0.040860155335958215,2,1,0,1,,,,,,,,,,,,,,,,53.88477100012824,None,,,,,,,,,,,,,0,0,51.975954500027,None,51.975954500027,None,51.975954500027,None,53.53538500005379,None,h,1,1.5718304000329226,51.975954500027,None,53.57567319995724,None,53.57567319995724,None,53.57567319995724,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hand,h,TR,0,7,0.5074492224703624,2,1,0,1,,,,,,,,,,,,,,,,55.951567500131205,None,,,,,,,,,,,,,0,0,54.094812999945134,None,54.094812999945134,None,54.094812999945134,None,55.16793489991687,None,h,1,1.5089746001176536,54.094812999945134,None,55.641454600030556,None,55.641454600030556,None,55.641454600030556,None,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,Symb,h,CR,0,0,0.9451751849557958,1,1,,1,,,,,,,,,,,,63.260147399967536,None,63.260147399967536,None,63.58940270007588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.16356860008091,None,h,4.480304500088096,56.16356860008091,None,media/djnb.png,1,0,0,60.69156479998492,60.69156479998492,60.69156479998492,None,61.33653900003992,None,h,1,2.4487913998309523,60.69156479998492,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,Symb,i,CR,0,1,0.6471550346069093,1,1,,1,,,,,,,,,,,,65.55598459998146,None,65.55598459998146,None,66.57902900013141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,63.83545559993945,63.83545559993945,63.83545559993945,None,64.78721720003523,None,l,0,1.6413263999857008,63.83545559993945,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,1,Symb,i,CR,0,1,1.2878533237517167,1,1,,1,,,,,,,,,,,,67.7606343999505,None,67.7606343999505,None,68.79210239998065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,66.81139259994961,66.81139259994961,66.81139259994961,None,67.11821430013515,None,h,0,0.8815677999518812,66.81139259994961,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,1,Symb,i,CR,0,1,0.7905576530664469,1,1,,1,,,,,,,,,,,,70.52427370008081,None,70.52427370008081,None,70.84222010010853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,2,0,69.01848189998418,69.01848189998418,69.01848189998418,None,69.81798870000057,None,i,1,1.4333921999204904,69.01848189998418,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,0,Symb,h,CR,0,2,0.7857973098196085,1,1,,1,,,,,,,,,,,,73.09769880003296,None,73.09769880003296,None,73.40938859991729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,71.06607840000652,71.06607840000652,71.06607840000652,None,71.86861170013435,None,h,1,1.96988490014337,71.06607840000652,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,3,Symb,l,CR,0,3,0.42738883597730437,1,1,,1,,,,,,,,,,,,77.12567099998705,None,77.12567099998705,None,78.14225080003962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,73.63358559994958,73.63358559994958,73.63358559994958,None,74.80414350004867,None,u,0,3.3941606997977942,73.63358559994958,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,3,Symb,l,CR,0,3,1.266401595802252,1,1,,1,,,,,,,,,,,,81.06312500010245,None,81.06312500010245,None,81.39315170003101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,1,0,78.37639959994704,78.37639959994704,78.37639959994704,None,78.70221220003441,None,l,1,2.611407299991697,78.37639959994704,None,1,1,2020_Dec_04_1921,Context_Learning_new,2020.1.3,60.01997457604391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,CR,0,4,0.4911744460205316,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,
